,TARGET
91349,0
4784,0
139535,0
161852,0
134670,0
81781,0
175955,0
66530,1
190968,0
107750,0
137312,0
20262,0
134483,1
151899,0
176182,1
126913,0
88463,0
158758,0
181436,0
82994,0
1154,0
159036,0
86826,0
91630,0
71904,0
135958,0
114037,0
32261,0
135450,0
42892,0
125029,0
163499,0
9537,0
25315,0
82010,0
57240,0
16180,0
144375,0
93229,0
121537,0
126687,0
184530,0
79494,0
192520,1
21057,0
39367,0
150338,0
109029,0
127735,0
177400,0
104436,0
93211,0
42256,0
93309,0
13459,0
47252,0
15816,0
31475,0
168156,0
93362,0
33287,0
4008,0
128418,1
157844,0
87742,0
160859,0
23083,0
118785,0
40358,0
97583,0
56081,0
23868,0
5646,0
58628,0
126188,0
171136,1
49830,0
92975,0
56129,0
161759,0
193664,0
166207,0
182556,0
36156,0
68742,0
117134,0
9052,0
132281,1
54663,0
54790,0
12418,0
119267,0
100553,0
47662,0
114763,0
1192,0
10984,0
72399,0
127220,0
96822,0
81842,0
182692,0
50535,0
118396,0
68581,0
24540,0
26752,0
181629,0
166022,0
68673,0
136833,1
137979,0
158592,0
3788,0
78839,0
162170,0
56280,0
166432,0
104506,0
26392,0
72618,0
89283,0
7523,0
140866,0
15278,0
170515,0
120428,0
80938,0
23188,1
57535,0
126421,0
55865,0
118418,0
26321,0
61746,0
191588,0
78658,0
32479,0
20244,0
178613,0
145070,0
95139,0
9293,0
189313,0
176481,0
151876,0
194474,0
73092,0
3554,0
131488,0
31578,0
44141,0
52945,0
32383,0
193639,0
85207,0
77993,0
55738,0
96665,0
190087,0
174135,0
5883,0
7865,1
34173,0
7944,1
76902,0
61277,0
47967,0
131498,0
63522,1
52809,0
47738,0
36720,0
125705,0
159124,0
1487,1
85807,0
181085,0
27773,0
107757,0
93904,0
53420,0
141061,1
124065,0
113985,0
46226,0
111269,0
60253,0
70478,0
166682,0
82220,0
150594,0
59134,0
169229,0
34304,0
118335,0
116750,0
2645,0
101951,0
179205,0
125356,0
124604,0
72324,0
100806,0
88461,0
81045,0
65471,0
102820,0
57858,1
173016,0
89425,0
180533,0
34221,0
131827,1
11718,0
8283,0
187315,0
11035,0
30536,0
2756,0
1573,1
100146,0
14145,0
189821,0
125293,0
130170,0
63379,0
491,0
77862,0
64371,0
168815,0
119493,1
74595,0
100295,0
23098,0
158734,0
90169,0
184651,0
142591,0
113974,0
9659,0
165713,0
109386,0
159018,0
83004,0
110703,0
28270,0
53187,0
156886,0
178818,0
144252,1
94787,0
172048,0
91715,0
189069,0
84271,0
42314,1
188339,0
109249,0
138189,0
28045,0
144544,0
124817,0
31477,0
138407,0
151630,0
177225,0
146747,0
44096,0
122112,0
9265,0
57237,0
137582,0
159734,0
35077,0
108426,0
160541,0
157887,0
158083,0
30214,0
138486,0
95811,0
84465,0
14277,0
127825,0
58138,0
185593,0
52694,0
31106,0
21358,0
109353,0
173393,0
26462,0
149408,0
13937,0
96127,0
140061,0
175131,1
179043,0
141062,0
83064,0
154982,0
177549,0
194480,0
41723,0
44462,0
108438,0
53310,0
71575,0
80362,1
62878,0
170073,0
45591,1
110025,0
38562,1
174921,0
151777,0
6378,0
191221,0
172045,0
63285,0
132661,0
119406,0
82707,0
697,0
121374,0
25286,1
36806,1
186742,1
60429,0
99422,0
78907,0
149033,0
137356,1
111040,0
96383,0
156274,0
177464,0
141711,0
61492,0
84518,0
15982,0
81048,0
39742,1
33076,0
126123,0
22949,0
12985,0
150264,0
38443,0
90444,0
76019,0
73016,0
163341,1
165320,0
75910,0
50426,0
15612,0
7189,0
35836,0
62825,0
98182,0
73413,0
125502,0
193849,0
154097,1
187524,0
12353,0
82453,0
107242,0
176528,0
182637,0
122969,0
37380,0
151376,0
128342,0
118544,0
85660,0
171791,0
173884,0
68801,0
145192,0
166285,0
75827,0
34053,0
70209,0
122485,0
153776,0
92808,0
164924,0
88972,1
10252,0
160458,0
48034,0
184505,0
134722,0
65408,0
115586,1
177786,0
23479,0
140679,0
139045,0
187645,1
128182,0
95888,0
44825,0
108140,0
137330,1
162805,1
111061,0
93154,1
147566,0
175323,1
165372,0
104404,0
51086,1
108141,1
75830,0
157030,0
35412,0
29543,0
15632,0
906,0
193777,0
124911,1
171895,0
159390,1
13977,1
108359,0
107427,1
166532,0
127310,0
149875,0
45384,0
30316,0
123807,0
50997,1
101807,0
80736,0
194537,0
41036,0
148443,0
4918,0
118411,0
36163,0
152046,0
21490,0
162368,0
27947,0
179494,0
160533,0
18767,0
161724,0
142178,0
44671,0
47990,0
175030,0
26584,0
71043,0
188865,0
116426,0
162886,0
5587,0
140527,0
31772,0
75517,0
123487,0
183435,0
108584,0
157015,0
73396,0
66477,0
2354,0
55622,0
57267,0
88985,0
12968,0
180108,0
24383,0
141012,0
167140,0
126735,0
168395,0
24905,0
177857,0
54435,0
148557,0
92761,0
31033,1
150103,0
89647,0
17038,0
45139,0
159898,0
124485,1
122043,1
38398,0
115352,0
184362,0
94807,0
16215,0
183707,0
37303,0
182600,1
48504,1
193987,0
113771,1
141409,1
54856,0
144168,0
97335,0
177330,0
42023,0
136242,0
181400,0
177440,0
151567,0
65457,0
54863,0
158798,0
110497,0
128389,0
47790,0
10058,1
114490,0
111807,0
190725,0
23362,0
51343,0
133711,0
135530,0
6815,0
108723,0
164090,0
125122,0
182825,0
142438,0
49058,0
175538,0
16139,0
95764,0
121561,0
64473,0
6393,0
131473,0
28467,0
11366,0
27012,0
192917,0
30118,0
52836,0
142787,0
156376,0
29222,0
2068,0
162479,0
163380,1
481,0
91476,0
83748,0
187167,0
141705,0
131557,0
143445,0
77020,0
26478,0
139461,0
60777,0
115705,0
183178,0
145377,0
126607,0
77068,0
56553,0
99986,0
58188,1
80835,0
81829,0
190469,0
69666,0
161092,0
181396,0
192579,0
134345,0
158253,0
11861,0
57757,0
16182,0
74020,0
156929,0
154342,0
13993,0
170049,0
141549,0
95700,0
157109,0
138677,0
1670,0
187859,0
61596,0
109972,0
42968,0
112565,0
188213,0
103766,0
147386,0
97851,0
36446,1
11184,0
178497,0
571,0
176582,0
138347,0
168943,0
56547,0
79557,0
153266,0
121279,0
154351,0
127645,0
59969,0
146476,0
45544,0
158736,0
11797,0
131031,0
4321,0
152559,0
61377,0
56281,1
114537,0
144068,0
186462,0
171413,0
185395,1
12345,0
19945,0
59514,0
132788,0
65946,0
49805,0
129297,0
19912,0
173535,0
57551,0
26971,0
184570,0
78967,0
118081,0
176579,0
160463,0
61521,0
110156,0
36086,0
175996,0
163433,0
158466,0
54624,1
142702,0
36707,0
93626,0
79691,0
192637,0
123140,0
188806,0
193853,0
72732,0
165269,0
121637,0
118306,0
9177,0
66184,0
101290,1
91141,0
81141,1
107178,1
148549,1
62518,0
153408,1
44353,0
103867,0
151635,1
22926,0
148667,0
56544,0
27979,0
37184,0
136094,0
160305,0
91999,0
98002,1
128583,0
77810,0
11964,0
155187,0
11999,0
157911,0
132194,0
67057,0
142832,0
135122,0
48116,0
7609,0
177269,0
40485,0
59070,0
28093,0
76319,0
24839,0
192729,0
155541,0
28775,0
185169,0
173314,0
105140,0
95617,0
6165,0
153181,1
1917,0
117409,0
193902,0
32835,0
122673,0
77203,0
190272,0
22750,0
118925,0
98539,0
158570,0
147663,0
150466,0
87553,0
186388,1
104259,0
109649,0
68379,1
108759,0
89376,0
27820,0
174206,0
162871,0
139389,0
133255,0
32335,0
159619,0
138816,1
159215,0
76390,0
97968,0
193989,0
76456,0
62419,1
70340,0
21117,0
136178,0
86365,0
160796,0
193376,0
134834,0
33471,0
73456,0
182978,0
126035,0
75842,1
82573,0
56231,0
123640,0
24224,1
97225,0
102741,0
103825,0
131846,0
423,0
22803,1
177443,0
39732,0
161720,0
99780,0
153405,0
25987,0
28829,0
79736,0
124718,0
188106,1
48818,0
190111,0
92436,0
171614,0
124294,0
190850,0
36105,0
116700,0
79714,0
131199,1
102622,1
37453,0
76231,0
79943,0
62794,0
61065,0
13219,0
4407,0
16945,0
143968,0
133308,0
159405,0
107530,0
30158,0
132988,0
184653,0
160715,0
33139,0
167322,1
80519,0
150975,0
69065,0
63075,0
113201,0
121070,0
88408,0
132956,0
13730,0
26353,0
137592,0
126714,0
27177,0
4269,0
43446,0
103858,0
14466,0
156996,0
173909,0
3440,1
174085,0
146150,0
137931,0
177016,0
57523,0
92900,0
37507,0
32749,0
68428,0
84212,1
155442,0
110383,0
141771,0
108921,0
35757,0
149178,0
147786,0
40963,0
20896,0
110122,0
62643,0
80996,1
21269,0
78802,0
135476,0
37926,0
47052,0
138101,0
2248,0
26754,0
35557,0
22998,0
187230,0
104594,0
28176,1
4392,0
100003,0
77233,0
88580,0
108230,0
106823,0
166379,0
59464,0
16291,0
118973,0
117552,0
109973,0
192996,1
134409,0
93448,0
11226,0
187281,0
164300,0
50049,0
147545,1
141110,0
29485,0
15372,0
116544,0
91523,0
66898,0
130722,0
83464,0
105803,0
148674,0
75260,1
5795,0
98191,0
35665,0
61589,0
60332,0
110869,0
190443,0
150402,0
178482,0
85929,0
186108,1
119619,0
28786,0
20952,0
53695,0
181524,0
114055,0
98316,0
130719,0
37982,0
12666,0
18127,0
67260,0
75419,0
28978,0
103602,0
86078,0
14519,0
57415,0
150855,0
167463,0
142330,0
20897,0
130842,0
181570,1
83402,0
180909,1
142352,0
48943,0
136289,0
110983,0
129479,0
193427,0
2029,0
24273,0
24989,1
148028,0
27044,0
75301,0
33740,0
70638,0
157214,0
125748,0
102368,0
54112,0
191321,0
76454,0
23147,0
15170,0
16092,0
71139,0
2580,0
180223,0
120951,0
94292,0
56660,0
114356,0
7138,0
14771,0
181720,0
28884,0
144965,0
145915,0
165204,0
188478,1
86325,0
24435,0
104873,0
102674,0
58532,0
159573,0
164067,0
105839,0
9572,0
171911,0
127544,0
150895,0
37822,0
120215,0
28225,0
76984,1
105556,0
24688,0
188638,0
1035,0
120068,0
140168,0
101844,0
166645,0
152060,0
139231,0
112709,0
131965,0
48266,0
59860,1
95216,0
8145,0
140074,0
16231,1
37430,0
153906,0
121293,0
27470,0
70751,0
180975,0
148566,0
50611,0
101287,0
175320,0
83541,0
51309,0
85209,0
107979,0
179254,0
172752,0
136563,0
135525,0
168690,0
183298,0
56487,0
109103,0
89192,0
121563,0
8513,0
66617,0
183944,0
73948,0
10827,0
134405,0
30771,0
85111,0
189062,0
26756,0
39648,0
170820,0
102692,0
153591,0
118644,0
176359,0
92291,0
103446,0
124426,1
163073,0
31369,0
65549,1
33524,0
179677,0
17274,0
4493,0
29187,0
193110,0
84536,0
96613,0
145245,0
48766,0
166231,0
29231,0
71040,0
172409,0
163453,0
165529,0
159904,0
44650,0
74368,0
153883,0
48431,0
117073,0
184917,0
115787,0
143354,0
64090,0
164496,0
181969,0
132426,0
126048,0
46684,0
128165,0
148129,0
136646,0
49871,1
147933,0
10718,0
76776,0
62616,0
193292,0
25603,0
22728,0
4301,0
158663,0
159252,0
138793,0
107960,0
108075,0
114985,0
170389,0
77583,0
20937,0
178630,0
169902,0
55202,0
63263,0
6618,0
24415,0
27896,0
103204,0
143636,0
147069,0
115744,0
155322,0
50187,0
56381,0
168575,0
147243,0
106592,1
186262,0
133725,0
120373,0
177241,0
85598,0
133077,0
47739,1
58356,0
165484,0
88081,0
108011,0
66296,0
61318,0
16491,0
92550,0
6923,0
39336,1
123116,0
127702,0
119519,0
88426,0
155317,0
34516,0
67390,0
115542,0
53719,0
82100,0
26771,0
60526,1
96564,1
153372,0
192087,0
152095,0
65729,0
129682,0
53749,0
44245,1
188065,0
159932,0
38966,0
14044,0
105736,0
97941,1
92776,0
173371,0
74814,0
131183,0
133841,0
152956,0
177083,0
160817,0
46823,0
126963,0
100637,0
49750,0
167259,0
115320,0
36190,0
100559,1
91418,0
24304,1
46585,0
188046,0
27407,0
14095,0
137128,0
97487,0
121959,0
129446,1
191123,0
85239,0
51968,0
133291,1
147868,0
60401,0
68048,0
90989,0
116474,0
132380,0
129304,0
38375,0
188325,0
67576,0
31313,0
122405,0
6693,0
89887,0
67650,0
112595,0
109209,0
47730,0
55648,0
155903,0
18471,0
181622,0
112467,0
60207,0
8020,0
90288,0
106760,0
163086,0
81918,0
82852,0
14702,0
167564,0
89328,1
35724,1
24503,0
81331,0
11703,0
148606,0
115502,0
141658,0
121354,0
82067,0
176658,0
107971,0
96244,0
193077,0
30815,0
10208,0
5167,0
15918,1
19450,0
115155,0
176261,0
112277,0
184357,0
69030,0
178295,0
174892,0
50734,0
194475,0
68877,0
175916,0
19900,0
81339,0
194635,1
167890,0
91997,0
30934,0
166799,0
54376,0
106167,0
35082,0
42177,0
122330,0
190942,0
171672,0
56955,0
45848,0
135839,0
94967,0
121501,0
126181,0
6156,0
126250,0
179517,0
87454,0
68141,0
45389,0
85206,0
11506,0
159740,0
2017,0
72099,0
10639,0
112689,0
173897,0
43839,0
93703,0
159312,0
130316,0
80186,0
61125,1
107718,0
105863,0
157709,0
165322,0
18779,0
108668,0
20622,1
72567,0
148836,0
6640,0
192204,0
29731,0
109907,0
114924,0
98322,1
31204,0
185496,0
155663,0
101066,0
11360,0
38758,1
85668,1
26962,0
20828,0
119538,0
123044,0
91741,0
77424,0
17130,0
180521,0
185432,0
165172,0
82087,1
105048,0
134644,0
20057,0
80634,1
174655,0
143586,0
6596,0
61142,0
140584,0
6668,0
42152,0
11609,0
9884,0
170587,0
101496,0
33212,0
107010,0
180545,0
162014,0
125803,0
84233,0
184799,0
179749,0
65254,0
168033,0
89561,0
159179,0
10935,0
64455,0
74773,0
26208,0
30959,0
181057,0
30978,1
7697,0
72246,0
53551,0
107048,0
48190,0
24892,0
36961,0
64009,0
73035,1
129727,0
28331,0
79958,0
7689,0
62431,0
136486,0
60936,1
133122,0
146305,0
16512,0
71921,0
98887,0
21995,0
191515,0
138848,0
52932,1
16106,0
68076,0
127032,0
16727,0
61146,1
115618,0
52078,0
59963,0
189346,0
64583,0
98902,0
160841,0
67350,0
107408,0
114020,0
77389,0
155774,0
11302,0
185963,0
3917,0
180084,0
175511,0
60914,0
67012,0
81919,1
42875,0
67907,0
66675,0
9206,0
171955,0
8837,0
30072,0
84700,0
159816,0
71440,0
12132,0
155174,0
75347,0
87096,0
190304,0
79776,0
85057,0
148979,0
15253,0
99748,0
92393,1
171003,1
112045,0
52958,0
16751,0
132388,0
96707,0
87308,0
126876,0
8890,0
10685,0
13296,0
60934,0
73741,0
138112,0
135645,0
134746,0
149897,0
77480,0
166932,0
192926,0
116640,0
35208,0
65298,0
85720,0
189842,0
148492,0
52969,0
10870,0
160408,0
49039,1
128253,0
23182,0
152178,0
24199,0
155139,0
176032,0
76385,0
184984,0
149913,0
146907,0
186483,0
194434,0
145232,0
67069,0
37599,0
44454,0
38286,0
163839,0
102774,0
80456,0
26919,0
172417,0
97319,0
88770,0
98075,0
93458,0
28560,1
167343,0
4327,0
70657,0
68075,0
6270,0
127811,0
1025,0
100792,0
96938,0
66090,0
26961,0
32819,0
29451,0
92702,0
42555,0
104278,0
120178,0
60064,0
141555,0
143189,0
98714,0
105645,0
61491,0
178244,0
145447,0
159322,1
120280,0
185390,0
115653,0
176046,0
190427,0
154177,0
85499,0
124338,0
3297,0
133769,0
2658,0
106708,0
64335,0
54646,0
183984,0
140196,0
38684,0
35305,0
60319,0
1392,0
99000,0
10270,0
150445,0
111002,0
70402,0
22716,0
94439,0
150501,0
107041,0
63326,0
73577,0
163436,0
193375,0
70862,0
44606,0
19415,0
162927,0
121192,0
81077,0
93196,0
158999,0
162366,0
70249,0
140867,0
164180,0
87744,0
135378,0
29420,0
88710,0
15602,0
27275,0
98689,0
11777,0
52630,0
163488,0
86361,0
23246,0
12837,0
54301,0
69705,0
89835,0
53522,0
116325,0
76566,0
72326,0
125278,0
150809,0
179686,0
92202,0
167923,0
12366,0
25255,0
60689,0
180677,0
104261,0
147224,0
30906,0
122552,0
47064,0
72655,0
131297,0
107220,0
66714,0
17464,0
88156,0
20729,1
49448,0
56109,1
177354,0
184899,0
11992,0
30926,0
131136,0
116527,0
1214,0
158741,0
179155,1
142045,0
150274,0
98241,0
134455,0
172602,0
652,0
155759,0
92625,0
181614,1
176023,0
115895,0
192976,0
3609,0
10953,0
120229,0
22007,0
10557,0
40454,0
80518,0
168619,0
123876,0
5746,0
23036,0
171418,0
128936,0
165843,0
7176,0
106904,0
123204,0
95927,0
171682,0
146841,0
118565,0
18004,0
179247,0
65869,0
39532,0
150800,0
43824,0
90476,0
108650,0
7401,0
178237,0
51880,0
33,0
61707,0
109407,0
3343,0
177484,0
4372,0
164388,1
36397,0
27962,1
191616,0
93685,0
133870,0
177114,0
193403,0
12448,0
46110,0
97599,0
32462,0
165812,0
61263,0
121266,0
160527,0
160093,0
1566,1
25105,0
73821,0
133516,0
130157,0
80068,0
23825,1
37152,0
133970,0
175219,0
127700,0
91327,0
109229,0
146584,0
33751,0
48395,1
8522,0
138685,0
172833,0
179712,0
150676,0
23254,0
4159,0
158860,0
101212,0
81561,0
158706,0
15370,0
188714,0
39470,0
36032,0
157753,1
167285,0
147043,0
192441,0
168495,0
55616,0
98127,0
126534,0
74223,0
154415,0
77814,0
188290,0
120966,0
144058,0
159180,0
8375,0
155520,0
176733,0
144770,0
52202,0
153159,0
165828,0
25644,0
181377,0
85019,0
165375,0
157408,0
109095,0
155071,0
161686,0
84676,0
53818,0
120114,0
121895,0
145204,0
169253,0
27957,0
45385,0
182473,0
163726,0
96284,0
131910,0
64689,0
166673,0
134021,0
26471,0
122,0
143788,0
36605,0
140007,0
194459,0
123886,0
175269,0
144712,1
29052,0
65774,0
13506,0
28810,0
106767,0
146298,0
180121,1
179828,0
38396,0
101602,0
36355,0
33783,0
5611,0
133591,0
71759,0
84753,0
121943,0
88570,0
172695,0
162095,0
34603,0
25489,0
90443,0
40795,0
70360,1
167371,0
98778,0
170622,0
117849,0
184528,0
69311,0
40431,0
44211,0
183200,0
114470,0
112046,0
137530,0
53406,0
175235,1
72357,0
60769,0
48094,0
189333,0
1787,1
10627,0
21414,0
52757,0
118233,0
56224,0
68629,0
7194,0
157930,0
113081,0
159825,0
192071,0
121291,0
77030,1
62413,0
10315,0
94924,0
6460,0
70863,0
131383,0
121608,0
190678,0
115817,0
184695,0
89489,0
47619,0
112245,0
40465,0
51128,0
72948,0
17408,0
36412,0
160453,0
16927,0
150127,0
115318,0
114450,0
148349,0
12262,0
165623,0
93648,0
30284,0
27592,0
138039,0
58553,0
140994,0
145484,0
136025,0
62029,0
120080,0
10186,0
43831,1
15730,0
38309,0
146962,0
49857,0
158471,0
124409,0
36956,0
107943,0
19081,0
118778,0
6364,0
72386,0
133349,0
138777,0
43154,0
179392,0
110488,0
128554,0
17487,0
8789,0
9815,1
138427,0
66416,1
143994,0
142321,0
43070,0
153279,0
71637,0
191124,0
109874,0
50132,0
98593,0
96832,0
181465,0
23786,0
118844,0
171120,0
126547,0
59774,0
17534,1
849,0
49905,0
71651,0
151829,0
193730,0
168528,0
129905,0
98749,0
5487,0
30021,0
59603,0
25808,0
125839,0
160621,0
59938,0
138993,0
40215,0
42811,0
21193,0
193668,1
134583,0
132564,1
135407,0
23810,0
104527,0
97376,1
173992,0
182904,1
48963,0
48136,0
41689,0
170096,0
79918,0
3353,0
85066,0
61355,0
191652,0
44649,0
57005,0
131502,0
80778,0
182156,0
12077,0
63291,0
171251,0
146902,0
97082,0
113928,0
61761,0
98789,0
108917,0
16045,0
16698,0
152984,1
135494,0
173014,0
91625,0
146315,0
161113,0
142284,0
132819,1
34499,0
95929,0
67060,0
69721,0
42489,0
34524,0
65800,0
62208,0
182535,0
135371,0
180534,1
140699,0
149078,0
54985,0
151063,0
119183,0
186637,0
169539,0
105494,0
167245,0
81799,0
180631,0
112220,0
21729,0
37131,0
47580,0
155711,0
105194,0
141454,0
76281,0
53100,0
15124,0
56599,0
128347,0
41975,0
107125,0
71985,0
129484,0
117944,0
71692,1
22595,0
34666,0
135667,0
84958,0
126314,0
166987,0
172662,0
58122,0
20181,0
38212,0
150907,0
99677,0
112196,0
94985,0
118760,0
128241,1
7253,0
166779,0
141957,0
68434,0
151791,0
163640,0
64655,0
84558,0
185102,0
84495,0
171329,0
142351,0
86947,0
164699,0
57888,0
27379,0
149676,0
162518,0
159229,0
19302,0
95317,0
81017,0
169907,0
111987,0
116036,0
71605,0
173323,0
2201,0
144807,0
46648,0
152749,0
120004,0
39712,0
94656,0
173150,0
42399,0
129592,0
63604,0
86939,0
675,0
193171,0
112919,0
150014,0
123104,0
95727,0
104084,0
185998,0
152821,0
133526,0
169593,0
137257,0
190439,0
114131,0
17184,0
170421,0
44842,1
173177,0
95876,0
147700,0
115537,0
168340,0
105813,0
61338,1
5579,0
189220,1
141706,0
103374,0
67628,0
32131,1
140447,0
82928,0
184012,0
90311,0
4187,0
140864,1
156186,0
117641,0
132129,0
110525,0
127737,0
67297,0
39989,0
3047,0
174100,0
28012,0
120342,0
145363,0
142377,0
34446,0
124363,0
26811,0
107751,0
40643,0
64707,1
153007,1
175783,0
184543,0
69154,0
157264,0
55591,0
59055,0
123490,0
106244,1
42901,0
29442,0
90751,0
169179,0
91310,1
175066,0
184145,0
80630,1
111551,0
1203,0
3128,0
52845,0
86822,0
156748,0
182091,0
56991,0
127459,1
178406,0
139759,0
52004,0
49109,0
17369,1
66892,0
62855,0
103675,0
77064,0
143048,1
156593,0
105777,0
23548,0
25342,0
47736,0
54099,0
91079,0
64955,0
14713,0
192003,0
109824,0
106132,0
55582,1
139131,0
59276,0
193317,0
172829,0
84191,0
68501,0
190777,0
145409,0
181379,0
187901,0
74211,0
192808,0
82493,0
59999,0
174642,0
132902,0
93975,0
120913,1
64307,0
185840,0
47533,0
184700,0
88578,0
64244,0
41157,0
167211,0
144682,0
143412,0
59718,0
140282,0
118066,0
137532,0
137219,0
83723,0
17491,0
75225,0
69380,0
163875,1
156311,0
177652,0
87061,0
57495,0
136435,0
139189,0
40599,1
16894,0
40517,0
67736,0
46495,0
68879,0
109207,0
11867,0
1996,0
70060,0
9987,1
190148,0
182340,0
70501,0
119178,0
165391,0
8095,0
158431,0
149500,0
93885,0
72661,0
100718,0
48591,0
126898,0
42992,0
184955,0
140136,0
189098,0
120265,0
12404,0
175521,0
153974,0
42527,0
101784,0
88379,0
169821,0
118280,0
159418,0
21802,0
35950,0
76527,0
140830,0
164544,0
76825,0
59465,0
79796,0
2008,0
157051,0
134088,0
170878,0
99202,0
118706,0
163819,0
190907,0
20881,0
183701,0
11138,0
59504,1
155265,0
77379,0
20899,0
164459,1
102984,0
161879,0
96514,0
16707,0
11612,0
90712,0
83658,0
117814,0
32766,1
123821,0
188436,0
187900,0
70786,0
95926,1
2840,0
118270,1
111122,0
31018,0
2307,0
172277,0
49322,0
108081,0
16568,0
115398,0
8881,0
95979,0
95942,1
146545,0
96397,0
83495,0
154120,0
36067,0
18190,0
121857,0
14584,0
28655,0
31702,0
118347,0
77324,0
112418,0
36590,0
147316,0
37823,0
167336,0
163309,0
83929,1
122249,0
191822,0
138761,0
186632,0
94781,0
139108,0
42745,0
110312,0
53702,0
163476,1
79086,0
163227,0
152600,0
36885,0
76013,0
36392,0
148959,0
89635,0
6115,0
44235,0
190721,0
171799,0
112242,0
104321,0
149863,0
172092,0
108995,0
92399,0
23160,0
125262,0
105335,1
143094,0
177693,1
115701,0
102288,0
129633,0
194378,0
48884,0
164185,0
155734,0
73805,0
50575,1
36682,0
52397,0
56754,0
76027,0
7643,0
48334,0
174851,0
156063,1
92298,0
60510,0
98833,0
6239,0
15207,0
23629,0
88194,0
49790,0
9333,0
167464,0
134819,0
191609,0
101491,0
157189,0
125142,0
186117,0
43283,0
171156,0
58876,0
10278,0
75357,0
56630,0
100775,0
54976,0
165938,0
148581,1
116883,0
72001,0
62688,1
141401,0
180698,1
124821,0
119803,0
55231,0
36703,0
136117,0
116319,0
108461,0
84102,0
99995,0
194427,0
112079,0
34788,0
129043,0
141866,1
166843,0
115375,0
5450,0
2807,0
130018,0
119902,0
174017,0
162601,0
144323,0
74739,0
146413,0
18348,0
190166,0
122942,1
48178,0
42080,0
164656,0
184466,0
88929,0
49235,0
128637,0
58979,0
53138,0
43538,0
173875,1
65224,0
112315,0
177685,1
122108,0
44762,0
186102,0
185031,0
110874,0
10728,0
71041,0
27601,0
134884,0
39939,0
44880,0
9900,0
82365,0
32760,0
28849,0
146988,0
189007,0
44394,0
57043,0
72758,1
79626,0
43349,1
72873,0
171037,0
175333,0
54671,0
136176,0
82734,1
45490,0
152387,0
116450,0
122002,0
75605,0
59818,1
24948,0
64228,0
101357,0
48856,0
151033,0
59558,0
109071,0
114069,0
17048,0
176986,0
122742,0
106644,1
12387,0
101813,0
183823,0
98904,0
23041,0
110051,0
184121,0
78163,0
1031,0
186929,0
41406,0
36908,0
41346,0
133759,0
82258,1
296,0
128340,0
150556,0
174249,0
126297,1
107935,0
110275,0
110331,0
138943,0
50592,0
65848,0
77986,0
92940,1
32907,0
180494,0
183744,0
194461,1
41169,0
74309,0
97456,1
96320,0
55861,0
170118,0
61413,0
127308,0
24474,0
144359,0
136793,0
61026,0
128051,0
18678,0
146774,0
162149,1
23788,0
129722,0
14112,0
1023,0
152582,0
25425,0
73221,0
153227,0
11074,0
130138,0
70062,0
105092,0
66389,0
144873,0
36556,0
37004,0
1185,1
30411,0
161849,0
42939,1
53049,0
56103,0
95368,0
8002,0
106914,0
132070,1
37727,0
117451,0
114813,0
38250,0
42657,0
20640,0
146412,0
73931,0
187757,0
100439,0
6192,0
157361,0
164426,0
136718,0
155534,0
45127,0
192202,0
2888,0
193676,0
145621,0
13513,0
129962,0
100229,0
87667,0
139511,0
182678,0
153905,0
89367,1
150808,0
21231,0
100663,0
177633,1
66563,0
66303,0
103171,0
103920,0
21024,0
18807,0
101524,0
65194,0
108330,0
155482,0
75151,0
42652,1
37680,0
145612,0
29453,0
94765,0
48228,0
60671,0
17635,0
1130,0
185003,0
102158,0
54807,0
47534,0
89507,0
181312,0
32387,0
168716,0
167904,0
62388,0
178033,0
78988,0
191911,0
85190,1
93375,0
80646,0
12275,0
84618,0
119594,0
123015,0
132139,0
120794,0
7020,0
27594,0
19059,0
38727,0
24056,0
123228,0
178692,0
180188,0
29062,0
165084,0
56704,0
145123,0
172071,0
13719,1
68352,1
44691,0
132571,0
29714,0
17384,0
188659,0
114060,0
117795,0
37270,0
97815,0
148181,0
25860,0
29031,0
7852,0
162892,0
127180,0
134831,0
91696,0
45575,0
52362,0
43755,0
151055,0
49846,0
169074,0
180719,0
185433,0
60149,0
110745,0
45532,0
162742,0
169699,0
189003,0
47020,0
4703,0
37796,0
164588,0
162101,0
134830,0
7668,0
2537,0
70424,0
22764,0
36174,0
22116,1
71312,0
79046,0
114595,0
28504,0
31735,0
189632,0
27927,1
159824,0
109668,0
169199,0
6247,0
41285,0
83108,0
37025,0
80329,0
47187,1
110038,0
110752,0
61658,0
26897,0
88284,0
180278,0
877,0
85531,0
120106,0
165219,0
111155,0
16911,0
6377,0
132888,0
169980,0
119445,0
136405,0
113757,0
169068,0
54352,0
121870,0
106647,0
59700,0
65964,1
174885,0
74201,0
60642,0
11957,1
107144,0
78080,0
50331,0
5139,0
49495,0
640,0
101042,0
178024,0
86415,0
181790,0
105781,0
43504,0
154535,0
14388,0
185103,0
15783,1
193327,0
57162,0
101079,0
152842,0
167056,0
103571,0
129489,0
139252,0
129223,0
65610,0
148310,0
193889,0
62848,0
63016,0
28890,0
25483,0
11451,0
6355,0
46092,0
98417,0
15684,0
181186,1
72278,0
157500,0
58908,0
2561,0
117317,0
192059,1
149159,0
1273,0
43974,0
17470,0
90462,0
138963,0
100224,0
35244,0
21767,0
112821,0
33643,0
173203,0
162266,0
121851,0
175659,0
116065,0
48890,0
180207,0
60178,0
157213,0
32166,0
159942,0
56210,0
